market,plant_id,year,concentration,mrpl,wage,markdown
North,No-01,2019,0.169477775322313,49.305169847299794,41.976862160423366,1.1745796924712897
North,No-01,2020,0.20006094613460557,48.448969685865364,41.180961544699976,1.176489520121484
North,No-01,2021,0.15742336767504755,47.761188418698616,41.479226801589455,1.1514483779352522
North,No-01,2022,0.17573446763067427,54.12729672547263,43.50334133482812,1.2442101012167341
North,No-01,2023,0.19453015041705748,54.1026352592763,46.62403180157422,1.1604023326324509
North,No-02,2019,0.18330673548266743,46.634947094496624,39.7298585897838,1.1738009836885854
North,No-02,2020,0.18060994518723336,47.9796405085991,45.84317664787032,1.0466037481900379
North,No-02,2021,0.16250249298994668,51.40091546802781,45.369847356184415,1.1329311968915252
North,No-02,2022,0.17638735209534967,53.99292086397935,45.575434582175966,1.1846934946199146
North,No-02,2023,0.18711746159303472,60.95322063719003,52.304215063949,1.1653596285245165
North,No-03,2019,0.1958706220704019,38.9961619889218,34.6286233160655,1.1261251027218873
North,No-03,2020,0.17058699659297863,42.35653887649068,34.85791030294784,1.2151198539548913
North,No-03,2021,0.1987938650847471,53.97830017959644,46.046240699507905,1.1722629113601732
North,No-03,2022,0.17450454537339072,54.48853548991811,43.53219357646557,1.2516836624418524
North,No-03,2023,0.19007936067161807,53.97162248182544,48.052715115662004,1.1231752951298744
North,No-04,2019,0.17359897237458313,47.98665242663536,38.74814640623535,1.2384244635483608
North,No-04,2020,0.17399962510173284,46.28871173225606,36.95834028069858,1.2524564517966261
North,No-04,2021,0.1715553741439181,46.9331069262546,40.50311270718091,1.1587530880789243
North,No-04,2022,0.1771185812692164,57.250487831037546,47.6599355260085,1.201228814080023
North,No-04,2023,0.19823972439136453,60.68598757505299,51.20684968805671,1.1851146466682008
North,No-05,2019,0.17765834596531935,43.808997466416386,36.570543894198536,1.1979312529001283
North,No-05,2020,0.2047453036380039,43.417395891247814,35.21830482691309,1.2328076579673746
North,No-05,2021,0.17058790888153613,48.08648250460196,41.04183417512904,1.171645553154686
North,No-05,2022,0.15529096871342316,53.70124824828583,45.225127916303826,1.1874205938713627
North,No-05,2023,0.14679004132587403,60.61453658030031,52.97126010166045,1.144291007311723
North,No-06,2019,0.19268887723469236,46.15757045407994,38.268555699163954,1.2061487456420608
North,No-06,2020,0.19067999395567795,41.27640158363195,34.61862480344103,1.1923177716617197
North,No-06,2021,0.17144143783964758,53.032281973552145,43.98853496328292,1.2055932760165349
North,No-06,2022,0.19796800970675324,53.20094948408757,45.505400743070446,1.1691128660632442
North,No-06,2023,0.18285548856927694,51.39151609030516,44.15656519451554,1.163847682987087
North,No-07,2019,0.17579114186033687,44.95941493660746,37.596511603779796,1.1958400665046656
North,No-07,2020,0.18017412383690046,43.37776312705476,37.43402027809945,1.1587791747933807
North,No-07,2021,0.2042124862788306,52.28884004687625,44.438901237914614,1.1766456548269513
North,No-07,2022,0.21150767788283714,52.00402990576922,42.75310957086224,1.2163800581469706
North,No-07,2023,0.2058186714940489,56.954767803000074,49.06417233394265,1.1608219418306318
North,No-08,2019,0.16278268643828647,43.87937537244841,38.455668303610324,1.1410379095746697
North,No-08,2020,0.16744168710528284,49.1352625288745,43.123761760698116,1.1394011218579523
North,No-08,2021,0.16691621438070683,50.95902873396726,43.62711973576211,1.1680585159555015
North,No-08,2022,0.17720658878562054,54.86748620804959,47.122103805134806,1.1643683489800127
North,No-08,2023,0.2052406712170229,52.90284880924911,44.936438902820505,1.1772817361797794
North,No-09,2019,0.18123834428957764,41.09124737058934,33.70639056188804,1.219093669941966
North,No-09,2020,0.152111224265955,39.645954500051424,33.30335855152273,1.190449138597125
North,No-09,2021,0.1939067095112792,47.04988636028345,40.203317117122985,1.170298615490224
North,No-09,2022,0.18004156785998654,62.57345866336183,50.24072657296908,1.2454728052644866
North,No-09,2023,0.1779467395846441,59.466940065060996,50.929724129013984,1.1676273744271761
North,No-10,2019,0.1729958871103635,45.11152535194092,37.92977184504818,1.1893434407207049
North,No-10,2020,0.19504581367381646,46.256116202360424,36.98323017988478,1.2507321825966187
North,No-10,2021,0.19210476292040682,46.750843554958436,42.92602595169566,1.089102532052858
North,No-10,2022,0.1797312736183308,56.46432399253811,48.115479038475286,1.1735168208007805
North,No-10,2023,0.1882811163834588,57.69258252435014,51.68844325158214,1.116160187753076
North,No-11,2019,0.1875727061077224,44.76044542458105,37.70248750505766,1.1872013860776849
North,No-11,2020,0.1723208788583587,45.977499099920365,39.94542860460429,1.1510077800146772
North,No-11,2021,0.1757394590337789,50.4586491029231,42.55826054247809,1.1856370175787496
North,No-11,2022,0.19416942857107589,53.89370702486077,42.93799500513567,1.255151923568269
North,No-11,2023,0.20591556904578467,61.51099826853044,52.63328251182003,1.1686711398764977
North,No-12,2019,0.19664492996417426,44.144507208324725,38.024624052925994,1.1609452639658067
North,No-12,2020,0.17831408037282784,56.023293966426984,46.91658132065858,1.1941043526493795
North,No-12,2021,0.1864598295706329,48.67522947241347,43.672617822240454,1.1145480142851756
North,No-12,2022,0.18877087603364703,58.81986147997729,48.28479414374515,1.2181860257055037
North,No-12,2023,0.16721925798391488,62.807678561331834,55.88203905385553,1.1239331925737681
North,No-13,2019,0.1937794790906903,44.41245783710106,37.52460865288333,1.183555523468157
North,No-13,2020,0.18069360940432436,45.96937594429411,40.85426658457239,1.1252037984608763
North,No-13,2021,0.18026083848412308,54.05895899763502,49.51043593335287,1.0918699861662502
North,No-13,2022,0.17099924992720594,51.15326391775995,45.44563688517794,1.1255924093880076
North,No-13,2023,0.19236167120529554,54.76747235335869,47.615660162408325,1.1501987406361025
North,No-14,2019,0.19735760186512108,43.75435328512351,35.07831039236282,1.247333545878242
North,No-14,2020,0.14237291864940493,48.19182482334349,38.02537510999975,1.2673596166752925
North,No-14,2021,0.17559106103767852,53.58632047937367,44.36606111647402,1.2078223563433712
North,No-14,2022,0.16586817875961285,50.67305029967606,41.063896450021645,1.2340049211196897
North,No-14,2023,0.16064311657014632,55.77777728946153,48.43426445574372,1.1516181347283154
North,No-15,2019,0.1996006957216485,44.5878927824939,36.95066396163478,1.2066871877806775
North,No-15,2020,0.1765155583407847,49.91070356802534,41.26643524772849,1.2094745588855456
North,No-15,2021,0.1551619155734018,44.89476284326389,37.3479312188102,1.2020682639752946
North,No-15,2022,0.1880740354906403,56.08947116707119,49.00362270963373,1.1445984616162763
North,No-15,2023,0.18596242078302277,50.77435182323729,42.02497152318674,1.20819479425996
North,No-16,2019,0.1656900284094873,48.16409120667497,42.57616292621738,1.1312454645135877
North,No-16,2020,0.1999493714893976,46.793209330121655,41.317455755180134,1.1325288180227555
North,No-16,2021,0.19329840620086872,56.690565906532306,47.07646882542851,1.2042229870034498
North,No-16,2022,0.21155190428337683,58.03665757008677,46.43319025213051,1.2498959743009226
North,No-16,2023,0.201783772929591,56.98041299109238,50.9894736306738,1.117493649842555
North,No-17,2019,0.18480418611773017,43.92638431263949,36.32262603261672,1.2093394423958996
North,No-17,2020,0.1993056528212439,52.05987616661873,44.922377816290116,1.1588851413769188
North,No-17,2021,0.18016581295583942,51.0595584265467,41.57136469066107,1.2282386880124996
North,No-17,2022,0.18431061679388502,51.47494483790202,42.08209864613278,1.2232028937233723
North,No-17,2023,0.163251767690323,57.4104923660472,48.97849909032339,1.1721570369107066
North,No-18,2019,0.1890667571783051,46.31891108586678,41.69297001816207,1.1109525434549177
North,No-18,2020,0.19560449417167544,45.945626988147545,39.63333638480178,1.1592672022879795
North,No-18,2021,0.17289364154589984,52.00237209665606,42.13782204807516,1.234102038717768
North,No-18,2022,0.17170032620873144,57.442540488896476,45.5939916923569,1.259870837291173
North,No-18,2023,0.16703007961553495,54.49602931265895,48.18493163954614,1.1309765824786018
North,No-19,2019,0.22334548161473045,42.414107922591256,37.22676744724715,1.1393443704908013
North,No-19,2020,0.17581593586573935,45.998583749512235,41.66602544553909,1.1039829995216643
North,No-19,2021,0.20276782996222834,56.12630727451134,50.037425251369264,1.1216865574628154
North,No-19,2022,0.18185479007434874,53.15837410966771,46.39105606470203,1.1458754902136146
North,No-19,2023,0.19269739721352397,57.307626675513816,49.90101619520468,1.1484260450996764
North,No-20,2019,0.1851390081650086,49.53199019415959,43.407047625012396,1.1411047952871558
North,No-20,2020,0.18780616076528292,52.06838906793197,44.52394566127611,1.1694468739148045
North,No-20,2021,0.15267390228366015,53.063318086124085,45.196020582332544,1.1740705797197315
North,No-20,2022,0.1840786056823314,52.54481723345721,43.65625732310928,1.203603342461581
North,No-20,2023,0.1830130594349762,51.25100242525712,44.68771965609519,1.1468699414441195
North,No-21,2019,0.18075667336013107,46.769660309221884,40.32450475821675,1.1598322307899351
North,No-21,2020,0.1892037029041349,46.330216288820885,38.002697457650726,1.2191296773196203
North,No-21,2021,0.20683717400632926,54.355606512025915,44.57792525861287,1.2193390831154463
North,No-21,2022,0.16416823694290714,53.82290970635087,49.28332797814257,1.0921119152144438
North,No-21,2023,0.14109692629920945,54.098899783689966,45.51848953402736,1.1885038439873608
North,No-22,2019,0.16023398080031231,43.76038562192523,37.158009271223854,1.1776838016942537
North,No-22,2020,0.17237291133471222,46.42831919825475,36.00891104331372,1.2893563802139956
North,No-22,2021,0.16916705117884398,51.44904046687534,42.92631475070423,1.1985431492469614
North,No-22,2022,0.16501652516267284,49.66105236152133,43.50235673627003,1.1415715397349149
North,No-22,2023,0.18516747397121616,53.79598343661278,45.17175262080259,1.1909208812021728
North,No-23,2019,0.18013225547126918,45.06925666654121,37.08058946031492,1.2154406745549735
North,No-23,2020,0.17872389908274897,50.31355033432653,42.92170344922078,1.172216997255265
North,No-23,2021,0.18781375974596612,44.85400260355666,38.57904026519757,1.1626521109707277
North,No-23,2022,0.15115881244750248,50.109814162766355,44.94323122355056,1.1149579769535678
North,No-23,2023,0.19022336729115313,53.57009426012643,46.4120868035067,1.1542272272075234
North,No-24,2019,0.149281213541234,47.23208698276082,40.17512380898091,1.1756550448315572
North,No-24,2020,0.1740270977136386,50.98504594497561,40.33207800561188,1.2641313928303286
North,No-24,2021,0.1869054050026149,44.95038650243753,37.71459150655378,1.1918566450501358
North,No-24,2022,0.18757983109243376,52.858862201691956,43.71170671577937,1.2092610006145237
North,No-24,2023,0.18220716628521502,54.87772197214593,48.87308044429057,1.1228619410372531
North,No-25,2019,0.1896514724452242,49.69907744072372,44.34609520977987,1.1207092125162652
North,No-25,2020,0.16512855446567765,49.26833057737978,43.594575184827505,1.1301481977630774
North,No-25,2021,0.17413252660378062,46.124929406533894,43.44940168298419,1.0615780107415727
North,No-25,2022,0.18292052291734326,55.74308404471784,48.80606760683912,1.142134303746009
North,No-25,2023,0.17147898666983505,58.640230409265236,50.109689173203705,1.170237360814109
North,No-26,2019,0.184688014451639,43.660933781937445,37.848216304694816,1.153579693966228
North,No-26,2020,0.1773224395011368,52.47786914332114,44.96401428815117,1.1671081858265047
North,No-26,2021,0.172455631749644,46.02791132008692,40.78946863522171,1.1284263526870713
North,No-26,2022,0.1848059796430072,54.39247887121332,47.56701271265298,1.143491587327382
North,No-26,2023,0.18552210225028076,55.333539020147356,47.043863474980995,1.1762116232136206
North,No-27,2019,0.1752900263188338,39.53906064991245,32.537517128572844,1.2151837060484003
North,No-27,2020,0.18764021502399275,44.50230375275798,40.77353224052229,1.0914507845491466
North,No-27,2021,0.18944304778645726,50.821121948109486,41.532620453258005,1.2236435214894525
North,No-27,2022,0.179486263044842,51.141261479429275,42.523521985830065,1.202658178136582
North,No-27,2023,0.17334673528896494,56.87647291783863,46.62740061628245,1.2198079276582527
North,No-28,2019,0.1829036287400588,45.738218554669814,39.558357179243,1.156221385721991
North,No-28,2020,0.17689821648312073,45.20885431932771,36.35254137740903,1.2436229382142279
North,No-28,2021,0.17353695566693275,53.875374817120104,44.761615336447946,1.2036065814910641
North,No-28,2022,0.17890901924656546,53.39984838446178,48.13976722187619,1.1092668591092656
North,No-28,2023,0.19234230117318202,54.5856676771641,45.248901030693226,1.20634239581062
North,No-29,2019,0.16205872083554043,39.607075339655054,31.57190514830326,1.2545038113350477
North,No-29,2020,0.19331325446013467,50.60953949815755,41.53156671494189,1.218580070564727
North,No-29,2021,0.16735374543805026,48.9889247771146,41.067593625753766,1.1928852034416089
North,No-29,2022,0.16454750396342277,57.90922977945203,49.25449748352096,1.1757145588344837
North,No-29,2023,0.18539563725257738,55.91706671421039,50.880017766489054,1.0989985689635289
North,No-30,2019,0.1748335723994782,44.910827581032834,39.15709995008392,1.146939575154533
North,No-30,2020,0.16717644582507768,44.873824559395,38.882670362603655,1.1540828893931492
North,No-30,2021,0.18090085032141437,49.93971627802069,41.61693521059769,1.1999854392282019
North,No-30,2022,0.18595912469793036,56.737605821237395,50.404386340071184,1.1256481814585915
North,No-30,2023,0.1606206121646669,50.933693853782884,41.54398400927176,1.2260185215364885
South,So-01,2019,0.2533394223359536,38.330888265278766,30.68140827065911,1.2493197159380367
South,So-01,2020,0.2231875899832847,52.97028178820577,42.11359777768628,1.2577952154036067
South,So-01,2021,0.2597193320445021,54.10199720344367,44.45700347983404,1.2169510531222523
South,So-01,2022,0.25840933149829076,54.47756516913675,44.85144315503205,1.214622347397638
South,So-01,2023,0.22699218862596582,59.28174078366126,46.51185021821005,1.274551334886515
South,So-02,2019,0.2794435746148625,38.84558817353763,30.72873507170185,1.2641453702176828
South,So-02,2020,0.22112022176186522,51.10202556563537,40.502177361500664,1.2617105769283996
South,So-02,2021,0.26034794798352423,46.21751013159489,36.52823622777149,1.265254359487987
South,So-02,2022,0.25865482410034035,51.237742395541986,44.2274552319419,1.1585053249579036
South,So-02,2023,0.2473211972653046,52.87739704177734,43.830896707527764,1.206395511244375
South,So-03,2019,0.2501380020839062,47.776134445670245,42.447262004721736,1.1255410170002422
South,So-03,2020,0.2662369212657699,47.6432104120282,39.428393554185526,1.2083477442861892
South,So-03,2021,0.28214744020775673,56.162828317876674,45.33604952104525,1.238811694252398
South,So-03,2022,0.25405910431420753,54.64250506246255,42.98252716113163,1.2712725070264095
South,So-03,2023,0.2541837869998674,60.11603272375077,47.70968029070775,1.260038473480598
South,So-04,2019,0.2593018949489843,46.51945010449803,38.561728403998714,1.2063632007655063
South,So-04,2020,0.2824701084791433,47.706622121439864,41.12683963568597,1.1599875542113036
South,So-04,2021,0.24205892504472035,51.09087757342254,41.24937388653884,1.2385855289332122
South,So-04,2022,0.2219916281602721,51.00509790273269,41.93254499862644,1.216360655056912
South,So-04,2023,0.25656679262560267,59.616379832862144,47.47140173995103,1.2558377812275583
South,So-05,2019,0.2579733940645876,45.293721967883315,39.30228521083125,1.152444997152504
South,So-05,2020,0.26409629139365587,51.729394360116416,38.63078851083821,1.3390716667769615
South,So-05,2021,0.27465239325369395,55.94972001812129,42.62144401398674,1.3127129151175807
South,So-05,2022,0.26326592251388997,53.10342897546697,45.15537024967024,1.1760158023697032
South,So-05,2023,0.26456029532194714,54.140917008683985,46.272319652084136,1.170049770916238
South,So-06,2019,0.2831009741114193,44.732323807755144,35.70233166559447,1.2529244371695385
South,So-06,2020,0.27171774541212096,45.481458932226246,37.90978814924144,1.1997286493181394
South,So-06,2021,0.24481920294798548,52.887560386523894,41.989181606699844,1.2595520646700362
South,So-06,2022,0.2411925290083436,51.588266800231416,41.34208321243535,1.2478390732065021
South,So-06,2023,0.2628962737092672,50.59461438791262,41.057326815521435,1.232291975930242
South,So-07,2019,0.253476959750912,44.6574415209515,39.385819407042945,1.1338456884552182
South,So-07,2020,0.28712487488709487,48.860465790553356,39.345906210889176,1.2418182854568738
South,So-07,2021,0.25904467319456265,50.46625295172557,41.92117602157082,1.203836765594501
South,So-07,2022,0.27643274067164075,55.2622551798227,48.68387119750527,1.1351245046974516
South,So-07,2023,0.2526692338472028,52.97474834694744,47.91161895394676,1.1056764414049007
South,So-08,2019,0.24449573519084386,47.92562850305245,42.06296246518076,1.1393783436609997
South,So-08,2020,0.2826822733572179,56.782283108380625,48.031098710480094,1.1821982972042877
South,So-08,2021,0.26897374372765126,47.103961075562005,37.15380492384344,1.2678098830554245
South,So-08,2022,0.26716327264987116,54.22548746031923,41.46888483921425,1.3076186560252507
South,So-08,2023,0.22526764475557254,57.83506802260146,48.53188812763154,1.191692107063792
South,So-09,2019,0.23695515608186085,41.91932271859014,35.54697810761656,1.179265438307629
South,So-09,2020,0.2643867271055034,50.832713597017275,42.601268402991785,1.1932206599146098
South,So-09,2021,0.27086429386803734,53.37542432944929,43.389805381586164,1.2301374449607658
South,So-09,2022,0.22977428287456428,51.29679431793787,41.27454178306372,1.2428192319505436
South,So-09,2023,0.23866791826520628,63.384113501406404,48.557992917173834,1.3053281178553184
South,So-10,2019,0.26106959406257546,45.0462018261832,35.984048175339105,1.2518380813266765
South,So-10,2020,0.2760472582954412,50.042340050680885,40.082809932278735,1.248473850391954
South,So-10,2021,0.2559221749494741,54.02826022750433,44.750777698590674,1.2073144424751714
South,So-10,2022,0.25539569316493044,52.350056550289914,43.58651409391995,1.2010608702840133
South,So-10,2023,0.2694478177194173,61.52756427919759,52.70660123394111,1.167359739363655
South,So-11,2019,0.26010654593455657,46.68666839743945,39.2000520084073,1.1909848585768836
South,So-11,2020,0.24549188361245244,50.56656390195069,44.527522173620184,1.1356249221500194
South,So-11,2021,0.23904947081560415,46.381416592978695,38.40426662670745,1.2077152011210053
South,So-11,2022,0.25500242302365905,54.93572985621434,43.40461021545721,1.2656657802827285
South,So-11,2023,0.2697840159536387,55.3662863148788,42.43169087599844,1.304833372694955
South,So-12,2019,0.24326086061497165,52.16479035174514,43.209506263608795,1.2072526363412424
South,So-12,2020,0.2668722269719037,50.51563649476382,42.351036134811906,1.1927839577280315
South,So-12,2021,0.25592686734701653,54.57773252039827,46.84592142860231,1.1650476894467747
South,So-12,2022,0.28436367611657165,51.814315660784224,44.34838575059065,1.1683472754156365
South,So-12,2023,0.25501668472661687,53.29314091767203,44.755488456207424,1.1907621334491427
South,So-13,2019,0.27147446540210146,49.70542217942272,42.45707557205477,1.1707217586163379
South,So-13,2020,0.24213534755372118,49.33542236641906,41.95199001571843,1.1759971898337656
South,So-13,2021,0.2500845089872486,50.874114441928754,39.22853129565015,1.2968651326380378
South,So-13,2022,0.2665085289148403,53.24671671159554,42.62560572860246,1.249172083339244
South,So-13,2023,0.2467653281741432,50.568978569177894,43.51862630149407,1.1620076934147567
South,So-14,2019,0.268116897969447,43.632354257015876,37.30030731541773,1.1697585729804658
South,So-14,2020,0.2627630202944002,49.210656685239236,40.55441629378469,1.2134475399361422
South,So-14,2021,0.26330557196427534,47.96416347274372,42.27727347471772,1.134514114336792
South,So-14,2022,0.24472183446650356,51.51301218022736,41.493147660889335,1.2414823912909014
South,So-14,2023,0.2753523553279257,55.3620447723477,46.3743463513363,1.1938075493920663
South,So-15,2019,0.25226118794366553,42.628696133853836,35.29561536764556,1.2077618052504702
South,So-15,2020,0.2601842445866944,51.66492906248081,42.35901535883121,1.2196914546954751
South,So-15,2021,0.26676481372055866,49.516106253152365,42.96442651031504,1.1524907993654792
South,So-15,2022,0.2545740648981622,55.03440798441835,46.83197346053,1.1751460363036241
South,So-15,2023,0.24414306717131065,49.59420082022483,38.27922276396889,1.2955905903843585
South,So-16,2019,0.26623445257489303,45.557106705561836,39.83845537886043,1.1435460103138413
South,So-16,2020,0.27904470009914495,49.02075376657893,39.80330510888217,1.2315749567148349
South,So-16,2021,0.26689760129784756,53.818617165887964,45.20650079463238,1.190506148891713
South,So-16,2022,0.24696626815739897,53.540234210775445,40.150482680017305,1.3334891796312613
South,So-16,2023,0.23618239703499216,55.45276483003467,46.568522956178285,1.1907778325332885
South,So-17,2019,0.2557282789460827,52.40978055697969,43.58402713406367,1.2024997230239456
South,So-17,2020,0.24251139776143216,52.173970385364456,41.85903538720791,1.2464207524788968
South,So-17,2021,0.25196594673158246,49.83824797846796,41.306205702445695,1.2065559431307702
South,So-17,2022,0.23526844059602953,54.11299645030864,41.112550423793415,1.3162159946903067
South,So-17,2023,0.2647023342261042,56.43520167217092,47.53818845175413,1.1871550749024913
South,So-18,2019,0.26876200464046457,43.096641412503715,36.82447196206439,1.1703261205456184
South,So-18,2020,0.2689996236087805,55.19833288476572,47.45188438293705,1.163248490603972
South,So-18,2021,0.24268195944581378,51.30297695765649,44.00420951979436,1.1658652096586108
South,So-18,2022,0.30326934325922156,54.81992342465136,43.1389616929243,1.2707752174212155
South,So-18,2023,0.2622567809769929,63.1778706021411,53.02243019636235,1.1915310250429727
South,So-19,2019,0.291834897515445,43.675611343252655,36.788219861259584,1.1872173078221147
South,So-19,2020,0.2554279218384812,45.09898817083702,36.025417328317175,1.251865807960751
South,So-19,2021,0.2336201984124672,54.81965088530302,43.32402493040435,1.2653406735261838
South,So-19,2022,0.2745750456329687,49.295796132002835,39.1045479727519,1.2606154191157561
South,So-19,2023,0.25467028784754914,56.47491227463554,43.45082724438326,1.299743085603413
South,So-20,2019,0.24937588362730523,44.64869649245045,35.0204781894758,1.2749310917709877
South,So-20,2020,0.24366517975049057,48.57861630192963,41.26642532537511,1.1771946786982341
South,So-20,2021,0.25851396246098907,50.8331481585799,40.806002892596226,1.2457272105865331
South,So-20,2022,0.2531926706781757,48.66004120209735,41.062929769377575,1.185011431853196
South,So-20,2023,0.2554138882229889,59.23093718949731,45.475328631203,1.3024850830622887
South,So-21,2019,0.24627164547057503,44.9770649222308,36.896035106564355,1.2190216317912357
South,So-21,2020,0.255742806503284,52.51070097891085,43.11423557009499,1.2179434538167588
