shift_id,treatment_arm,employer_return_high,worker_type,extra_work_units,productivity_index
1,high_piece_rate,1,0.6177797296093847,5.468072160173318,101.50168750456923
2,gift,0,-0.002928221022994595,7.019595429336125,99.23662520562704
3,baseline,1,-0.34019896840957947,3.8700625696200794,98.66099108264919
4,baseline,1,-0.9007156271518965,3.3778988695908936,98.84946954428139
5,baseline,1,1.145322721143276,5.163899789097569,100.51601137584336
6,baseline,0,-0.7126758715976316,3.692285490676716,96.67480175200711
7,high_piece_rate,0,0.4291439071740452,6.587476624572263,98.92016712859693
8,high_piece_rate,0,0.08392419438565797,6.038883022718713,99.57240638551455
9,gift,1,0.1384705988920813,6.387632132295834,98.90046224429435
10,baseline,0,-0.2629592285027058,4.254464296391648,99.8793554703915
11,high_piece_rate,0,-0.03720385039824166,5.529311403007781,100.45137890808986
12,high_piece_rate,1,-0.9645027648881861,4.542247659648489,99.2220712488258
13,gift,0,0.5253839700771014,5.175914302276578,99.32719021608536
14,high_piece_rate,1,-0.146282668249644,7.860332260215463,101.58513634188384
15,baseline,1,0.6938481683672403,5.143135624902142,99.0627432394943
16,baseline,0,-0.2378932561127006,4.355893615258587,97.15363015670907
17,high_piece_rate,1,-0.8287476612481496,3.8114609188642468,99.75028635333325
18,baseline,1,0.24943709708323356,5.780110613802903,98.12079998511267
19,baseline,0,-0.663801115083815,4.898803921670572,99.31718191050513
20,baseline,1,0.35606348736545607,4.373639843986602,99.35729917462456
21,high_piece_rate,0,2.2,7.221002688093747,101.89034277259462
22,baseline,0,1.6573554264009291,5.278185239842066,100.36292529421166
23,high_piece_rate,0,0.40132935123868313,5.950065823943694,99.91896002206238
24,baseline,0,0.12916085731957905,3.838792971061191,99.04508072575872
25,gift,0,-0.09049794882984219,5.74479202857903,99.10854127074097
26,gift,0,0.45585948732552695,4.696253749359335,98.1091600535382
27,gift,1,0.1794777460308618,5.896523714288432,97.49454059713952
28,high_piece_rate,0,-1.51863514595041,5.230820427992911,100.43851916410887
29,baseline,1,-2.0770366875368946,4.140770759652474,99.89745013435827
30,baseline,1,-1.066307807589513,2.3782194716750604,99.0686333934927
31,baseline,0,-0.5289609157410291,4.4311401592798605,96.12986727756777
32,gift,1,1.3703263242191912,6.542246765304703,99.2703714228388
33,baseline,0,1.0322626370240937,3.371467770889538,101.30604811533772
34,baseline,0,0.7167596214185386,5.653355761726494,101.32258863315614
35,baseline,0,0.2977770348971975,2.612454915449045,99.80864024124006
36,high_piece_rate,1,-0.2087525204347561,5.196446412327164,99.17891910125168
37,gift,0,0.9772376565616591,6.765173915736923,100.10837774728256
38,baseline,1,0.17994059800414697,4.869698706471248,100.8844866677986
39,baseline,0,0.5065822147372762,5.104498015047744,99.49718080289233
40,high_piece_rate,1,1.509570415723246,6.396122982878021,103.08876247806242
41,baseline,1,-1.358593196919863,4.3244651094093225,99.21168153429473
42,gift,1,1.3021846032288371,6.870310466478236,100.96903839250366
43,baseline,1,0.8302290201721345,4.82324099335666,99.59488270716402
44,gift,0,0.9153886881251284,5.395497899154048,99.26601317520382
45,high_piece_rate,0,0.17723116899699512,7.085535690593686,100.40636042019065
46,gift,0,0.6965452209701338,6.741587982993731,99.39765288481739
47,high_piece_rate,1,1.4189331128036726,5.885006813867044,100.72332065330743
48,high_piece_rate,0,-2.2,3.756697228414949,99.18626931673914
49,gift,0,-0.6012283191900332,6.115189346418402,98.36780095139318
50,baseline,0,1.0495209458290993,5.825460301862682,99.40702900927269
51,high_piece_rate,1,-1.2593782675106218,5.631187411340088,101.61648845161561
52,high_piece_rate,1,-2.2,5.529521186268064,97.99908050572307
53,baseline,0,-0.10877255281780708,5.954960352575049,101.01605788367468
54,baseline,0,-0.1832741227840881,2.963211460278915,98.59032884339015
55,gift,0,-2.041243127099605,5.466794657675626,98.19529432873419
56,baseline,0,0.35537608044888774,4.508011969917594,98.40642726573891
57,high_piece_rate,1,0.6376822329382233,6.2370162518195364,100.48590860904912
58,baseline,0,0.4282642088514758,3.8935119890152676,100.12238395365827
59,high_piece_rate,0,-0.4157268910169208,5.338381146058452,99.6963518283383
60,high_piece_rate,0,-0.6902889538381903,4.931331416105539,101.32752021608135
61,baseline,0,-0.005675968071497959,3.691076079050713,99.8138975951606
62,baseline,1,-1.022554291182177,2.8971542811831177,98.73443338716629
63,baseline,0,0.6620969748591333,5.062820672453416,100.19219356802103
64,gift,0,1.063555828570768,4.184019435039794,98.6196489302379
65,baseline,0,-0.6056957373382178,5.800296663291231,97.48016522330923
66,gift,0,0.7197622058687544,7.23101237403981,99.55549693420048
67,high_piece_rate,1,1.0917446751028028,6.60457213194948,101.12948657373869
68,gift,0,0.4225329939117581,4.1912717140530855,99.24409735209011
69,gift,1,-0.6453893374718745,5.870402627633775,99.30481868456602
70,baseline,1,2.0770496413329607,4.009099220836122,99.2856006374078
71,gift,0,1.6049122915253742,7.794100907315975,100.70679635237384
72,high_piece_rate,0,-0.3775968955483463,5.728352665750807,99.98753226170642
73,baseline,0,-0.4430136259498094,6.288176760167625,100.67727222521671
74,high_piece_rate,0,0.3601370580435284,6.777165779003876,100.77073834128961
75,gift,1,0.15973576400711345,6.323437605441404,99.76065885637102
76,high_piece_rate,1,-0.10611603934470583,5.258654656207931,100.05256979316165
77,baseline,1,-0.4292348825717663,5.0454224681864135,99.40508626467053
78,high_piece_rate,0,0.2252483159232169,4.841098456276061,99.9204779537211
79,baseline,1,-1.4072162204150376,4.04947968278259,96.8646399522884
80,baseline,1,-1.9630100363208263,4.759546588507798,97.27293717744381
