trend_group,birth_cohort,mean_schooling,mean_log_wage,reform
rising_trend,1938,11.340833333333332,2.355944444444445,0.0
rising_trend,1939,11.340494444444444,2.373266666666667,0.0
rising_trend,1940,11.1443,2.3334277777777777,0.0
rising_trend,1941,11.518661111111111,2.411638888888889,0.0
rising_trend,1942,11.563011111111111,2.4163666666666668,0.0
rising_trend,1943,11.572783333333334,2.435572222222222,0.0
rising_trend,1944,11.558272222222222,2.431694444444444,0.0
rising_trend,1945,11.774866666666666,2.4652444444444446,0.0
rising_trend,1946,12.657066666666667,2.517772222222222,1.0
rising_trend,1947,12.686377777777778,2.6072444444444445,1.0
rising_trend,1948,13.173905555555557,2.6453722222222225,1.0
rising_trend,1949,13.492688888888889,2.6854,1.0
rising_trend,1950,12.956288888888889,2.6695833333333336,1.0
rising_trend,1951,13.060483333333332,2.6193166666666667,1.0
rising_trend,1952,13.44898888888889,2.729588888888889,1.0
rising_trend,1953,13.220172222222223,2.730516666666667,1.0
rising_trend,1954,13.522605555555556,2.7575944444444445,1.0
rising_trend,1955,13.897366666666667,2.782627777777778,1.0
rising_trend,1956,13.869905555555555,2.824577777777778,1.0
rising_trend,1957,13.963533333333334,2.847077777777778,1.0
stable_trend,1938,11.249427777777777,2.3711611111111113,0.0
stable_trend,1939,11.361927777777778,2.41745,0.0
stable_trend,1940,11.247877777777777,2.4123666666666668,0.0
stable_trend,1941,11.651,2.4699055555555556,0.0
stable_trend,1942,11.658533333333333,2.4735444444444443,0.0
stable_trend,1943,11.875166666666667,2.532427777777778,0.0
stable_trend,1944,11.723127777777778,2.4681277777777777,0.0
stable_trend,1945,12.013222222222222,2.5604055555555556,0.0
stable_trend,1946,11.801916666666665,2.5456166666666666,0.0
stable_trend,1947,13.020844444444444,2.5901777777777775,1.0
stable_trend,1948,13.299161111111111,2.6702611111111114,1.0
stable_trend,1949,13.132866666666667,2.692461111111111,1.0
stable_trend,1950,13.160538888888889,2.6479,1.0
stable_trend,1951,13.373011111111111,2.6738055555555555,1.0
stable_trend,1952,13.31235,2.636027777777778,1.0
stable_trend,1953,13.414811111111112,2.6723444444444446,1.0
stable_trend,1954,13.383383333333335,2.726672222222222,1.0
stable_trend,1955,13.882944444444444,2.7098666666666666,1.0
stable_trend,1956,13.380194444444445,2.7222888888888885,1.0
stable_trend,1957,13.752583333333334,2.7396000000000003,1.0
steep_trend,1938,11.070683333333333,2.207688888888889,0.0
steep_trend,1939,11.76163888888889,2.3072166666666667,0.0
steep_trend,1940,11.491183333333332,2.3108,0.0
steep_trend,1941,11.638805555555557,2.391,0.0
steep_trend,1942,11.471061111111112,2.3568055555555554,0.0
steep_trend,1943,11.72718888888889,2.3978555555555556,0.0
steep_trend,1944,11.828383333333333,2.4367722222222223,0.0
steep_trend,1945,12.209811111111112,2.5071333333333334,0.0
steep_trend,1946,12.124272222222222,2.5151,0.0
steep_trend,1947,11.793633333333334,2.488872222222222,0.0
steep_trend,1948,13.209616666666667,2.6339611111111108,1.0
steep_trend,1949,13.33685,2.6686444444444444,1.0
steep_trend,1950,13.19068888888889,2.732455555555555,1.0
steep_trend,1951,12.910338888888889,2.686588888888889,1.0
steep_trend,1952,13.65221111111111,2.8135166666666667,1.0
steep_trend,1953,13.263688888888888,2.7938444444444444,1.0
steep_trend,1954,13.575099999999999,2.853833333333333,1.0
steep_trend,1955,13.820361111111112,2.848316666666667,1.0
steep_trend,1956,13.380327777777778,2.8040333333333334,1.0
steep_trend,1957,13.979105555555556,2.940627777777778,1.0
