industry,election_id,vote_margin,union_win,post_log_payroll_change,post_log_employment_change,post_survival_probability
manufacturing,man-001,-0.13254897950654043,0,-0.007211775634746887,0.010098891956540903,0.8340082937737665
manufacturing,man-002,0.17466709275702613,1,0.07713203410232133,0.008915409090287197,0.855720944908337
manufacturing,man-003,-0.15532813033745765,0,0.0008506812522159745,0.03390323109682175,0.8070830199273368
manufacturing,man-004,-0.1211527017603462,0,0.028285933508781128,0.006561514647701475,0.8267860991959194
manufacturing,man-005,-0.042179362554948,0,0.017327704667425038,0.018597485550013327,0.857370848273978
manufacturing,man-006,0.1448861587302296,1,0.05947137599943676,-0.001730828562687899,0.8480121015393399
manufacturing,man-007,-0.030296378453394363,0,0.053457535283328625,-0.02045989840146021,0.8490755095777862
manufacturing,man-008,0.04661073814197117,1,0.03537150776751103,-0.008320210790119983,0.8682295942114067
manufacturing,man-009,0.14939869557403834,1,0.0461955000164487,0.001891238543319811,0.8369135962954014
manufacturing,man-010,-0.0826601976677713,0,-0.006194036376136233,-0.01697288430361301,0.856249058407671
manufacturing,man-011,-0.009909112841682832,0,0.020496710761045117,0.0037259867713658173,0.8294399640612425
manufacturing,man-012,-0.04549011058304642,0,0.023437030976628866,0.017637835817777604,0.853079906674876
manufacturing,man-013,-0.06400654320475731,0,0.005760026633015091,0.008926742263616004,0.821550287959241
manufacturing,man-014,-0.020680593611387826,0,0.0058639737519726445,-0.010289069774755966,0.835712846109822
manufacturing,man-015,-0.07173627284760715,0,0.021195242266399406,-0.020644340249531063,0.8375083883641142
manufacturing,man-016,0.0261167531646099,1,0.08084428051401263,0.004667942267660489,0.8532097500888665
manufacturing,man-017,-0.06182605995479405,0,0.04034817617359422,-0.036171081069524616,0.8411391956746979
manufacturing,man-018,-0.0929531290971381,0,0.015604108451707292,-0.027843929716463354,0.8405562964478323
manufacturing,man-019,-0.03888407699736693,0,9.988290755759063e-05,-0.008856947937148403,0.8307681821603817
manufacturing,man-020,-0.011348950081898124,0,0.02222931437070872,-0.018548075860813435,0.832695724309332
manufacturing,man-021,0.13900986884304928,1,0.05609787856065435,0.0025937351209591925,0.8420714456204328
manufacturing,man-022,0.15892765980136747,1,0.08613126501922719,0.006929997003858231,0.8396860153672454
manufacturing,man-023,0.06218640106877124,1,0.0863866826080858,0.004590328927789268,0.823718732402718
manufacturing,man-024,-0.03376345824107038,0,0.01969595780538043,-0.006609502182564115,0.825550166807648
manufacturing,man-025,0.09772145274218963,1,0.05151085469830241,-0.007918497664322142,0.8301832517479762
manufacturing,man-026,0.08151650015901518,1,0.04835944510837577,-0.0019389368887749977,0.8609649455782469
manufacturing,man-027,-0.1770335453971682,0,0.03190828022363797,0.004387312665136764,0.8476181449952669
manufacturing,man-028,0.07823756958332306,1,0.06662900448196886,0.003135168633084302,0.8535009783481898
manufacturing,man-029,0.010005515686489996,1,0.08762677820975234,-0.0009980191805014811,0.8655960376163986
manufacturing,man-030,-0.03222772948943575,0,0.013088880532707674,-0.00804101904132366,0.8370616561908844
manufacturing,man-031,0.04248975212675293,1,0.04487469809310404,-0.015678198824891132,0.8665379502754426
manufacturing,man-032,0.045801214966942894,1,0.0879294793021171,0.026332047880533407,0.8393334803696217
manufacturing,man-033,0.12719100542792905,1,0.052258456467465714,0.021374016311836573,0.8722176216273773
manufacturing,man-034,-0.06470271308028079,0,0.03276082993662642,0.0038847688794649005,0.8472685653823931
manufacturing,man-035,-0.11375362834241504,0,0.005812021430181202,0.007447038020567457,0.8425849838478169
manufacturing,man-036,-0.05849292480403254,0,0.0013972893573628298,0.01431002784169308,0.8470612908914489
manufacturing,man-037,-0.10932985459703846,0,0.04181721950202018,0.023664062955899588,0.8561228754578075
manufacturing,man-038,0.08016701393144926,1,0.03922585155144662,-0.001495501146868126,0.8531162535907114
manufacturing,man-039,-0.17014938531270782,0,-0.04664936393091278,0.006762157607442363,0.8238018478736455
manufacturing,man-040,-0.08258096950283719,0,0.001326374584302084,0.00838214965922735,0.86193265405547
manufacturing,man-041,0.009367336767967444,1,0.048855145852387344,0.04017232706985211,0.8609690540098673
manufacturing,man-042,-0.12942785752392427,0,0.02112248382651665,-0.020367267619182047,0.8322101840812958
manufacturing,man-043,-0.13350758940561153,0,0.013417948952028585,0.01332475505560033,0.8322015036514002
manufacturing,man-044,0.07213770740478603,1,0.06565885039649706,0.006807781233239177,0.8572088796493109
manufacturing,man-045,-0.06542076189526289,0,0.005688041525906343,-0.006403673447240252,0.826618842922455
manufacturing,man-046,0.10031226856813452,1,0.059072525490118884,0.008782132300819697,0.8524438812798281
manufacturing,man-047,-0.1325297261040938,0,0.0010580591923634135,-0.015966568890737234,0.8521527809251042
manufacturing,man-048,0.05459323593052265,1,0.06710258979481483,0.03157959977538909,0.8526351576524972
manufacturing,man-049,0.04806235692875263,1,0.04465211503271822,0.01270661008479246,0.8641082000304171
manufacturing,man-050,-0.10953865875486551,0,-0.031413387647543284,0.01143235190372185,0.8340631085663722
manufacturing,man-051,0.17935812136700335,1,0.08678588800960349,0.0039763265318334354,0.8371891150468347
manufacturing,man-052,0.04722730853203225,1,0.08193743264040657,0.014196316284897141,0.8447593426611304
manufacturing,man-053,0.0756902748561476,1,0.06300853992932849,0.027985225998404147,0.8372883712047927
manufacturing,man-054,-0.13269957868056834,0,-0.01205111726398931,-0.012971610358324238,0.8355288148381167
manufacturing,man-055,0.0947917202362169,1,0.04611908179309655,0.0005587097447041286,0.8361593712290026
manufacturing,man-056,-0.0817847589793561,0,0.025283705323820287,-0.010013299805425306,0.8471774311675476
manufacturing,man-057,-0.031171722425972187,0,0.016520449890938645,-0.00900201638836965,0.8477774504650816
manufacturing,man-058,0.12315573249555078,1,0.06200240661259959,-0.0256759714734384,0.8524201709210432
manufacturing,man-059,0.11369774764739438,1,0.06807172845896754,0.022611107556059884,0.8439625545874264
manufacturing,man-060,0.14569872122579436,1,0.04272490255827681,0.025257170864303395,0.8464400068308774
manufacturing,man-061,0.04697549855559435,1,0.05509936071957315,0.013242270166881892,0.8632097187281816
manufacturing,man-062,0.17014978726459384,1,0.07643997332793752,-0.01582544954644039,0.8284557790891108
manufacturing,man-063,-0.08171118078327404,0,0.020476230945183638,0.009925855175363497,0.8301647544633552
manufacturing,man-064,-0.1521666798879884,0,0.019884936967547874,-0.016155284412594846,0.8318498714325384
manufacturing,man-065,0.11170073863334928,1,0.06539680528322733,0.0006188987414858119,0.8505396335227634
manufacturing,man-066,0.05924990694530227,1,0.06939707170121653,0.002846119881703521,0.8805047395623222
manufacturing,man-067,-0.09589967849426109,0,0.021913130361622794,-0.026966489330432306,0.8328330127190187
manufacturing,man-068,0.12764858115996497,1,0.041909619671967914,0.0029947931077179664,0.864492259472743
manufacturing,man-069,0.12994443410618423,1,0.05442907933214505,0.0023658724124811545,0.8511457168418671
manufacturing,man-070,0.09256926000532589,1,0.06359823962427659,-0.0077914653349885725,0.8653445851109851
manufacturing,man-071,-0.14212219796494047,0,0.02574973108835836,-0.018717637982336083,0.8311931467310338
manufacturing,man-072,-0.03239214231873669,0,0.009525961708840836,-0.035593563821317065,0.8372314186342987
manufacturing,man-073,0.1661348499976361,1,0.06750748368111935,-0.0016314003095742255,0.8532976348048693
manufacturing,man-074,-0.04373931431673589,0,-0.00476609598597573,0.00014835873801061737,0.837519996983312
