neighborhood,region,year,post,knowledge_index,single_parent_share,filing_support_rate,effective_exposure,employment_rate,mean_earnings_k,takeup_rate,knowledge_quartile
tract_01,South,1998,0,0.9071883590546195,0.16648937831033445,0.4406757804024569,0.06655844739743648,0.5769622124850141,17.271126917116934,0.7584717879045474,Q4 high
tract_01,South,1999,0,0.9071883590546195,0.16648937831033445,0.4406757804024569,0.06655844739743648,0.6049830229086682,18.266361082752095,0.7584717879045474,Q4 high
tract_01,South,2000,0,0.9071883590546195,0.16648937831033445,0.4406757804024569,0.06655844739743648,0.6117802911187203,18.20307022578663,0.7584717879045474,Q4 high
tract_01,South,2001,1,0.9071883590546195,0.16648937831033445,0.4406757804024569,0.06655844739743648,0.6264943489659481,19.405165726410807,0.8634587450479612,Q4 high
tract_01,South,2002,1,0.9071883590546195,0.16648937831033445,0.4406757804024569,0.06655844739743648,0.6366296250251965,19.381044265074234,0.8634587450479612,Q4 high
tract_01,South,2003,1,0.9071883590546195,0.16648937831033445,0.4406757804024569,0.06655844739743648,0.6652963987453145,19.939172729672133,0.8634587450479612,Q4 high
tract_01,South,2004,1,0.9071883590546195,0.16648937831033445,0.4406757804024569,0.06655844739743648,0.6408258081609524,20.97852773194511,0.8634587450479612,Q4 high
tract_02,North,1998,0,0.537549256653601,0.30260091374321235,0.43082661669550054,0.07007950525128151,0.5531384310404849,16.666317200920556,0.6541600171719943,Q2
tract_02,North,1999,0,0.537549256653601,0.30260091374321235,0.43082661669550054,0.07007950525128151,0.5638370308702607,17.327440747015817,0.6541600171719943,Q2
tract_02,North,2000,0,0.537549256653601,0.30260091374321235,0.43082661669550054,0.07007950525128151,0.5879143392984866,18.547187686861967,0.6541600171719943,Q2
tract_02,North,2001,1,0.537549256653601,0.30260091374321235,0.43082661669550054,0.07007950525128151,0.6009797176221467,19.204154155273102,0.792058062356901,Q2
tract_02,North,2002,1,0.537549256653601,0.30260091374321235,0.43082661669550054,0.07007950525128151,0.5957886619735526,19.799433784552782,0.792058062356901,Q2
tract_02,North,2003,1,0.537549256653601,0.30260091374321235,0.43082661669550054,0.07007950525128151,0.6166778049744831,19.72582838330706,0.792058062356901,Q2
tract_02,North,2004,1,0.537549256653601,0.30260091374321235,0.43082661669550054,0.07007950525128151,0.6290304180943812,20.308189304456697,0.792058062356901,Q2
tract_03,West,1998,0,0.5883829009264054,0.34615126666535034,0.5497414404434028,0.11196555684984344,0.5783863043235733,17.254242096741603,0.699967686119514,Q3
tract_03,West,1999,0,0.5883829009264054,0.34615126666535034,0.5497414404434028,0.11196555684984344,0.6097969303519265,18.05897749268761,0.699967686119514,Q3
tract_03,West,2000,0,0.5883829009264054,0.34615126666535034,0.5497414404434028,0.11196555684984344,0.6304302476361634,18.215663847936057,0.699967686119514,Q3
tract_03,West,2001,1,0.5883829009264054,0.34615126666535034,0.5497414404434028,0.11196555684984344,0.6523755444629682,19.8202279301407,0.8245008523388201,Q3
tract_03,West,2002,1,0.5883829009264054,0.34615126666535034,0.5497414404434028,0.11196555684984344,0.6473741053775224,20.623040000781103,0.8245008523388201,Q3
tract_03,West,2003,1,0.5883829009264054,0.34615126666535034,0.5497414404434028,0.11196555684984344,0.6652347470999408,20.01647918019734,0.8245008523388201,Q3
tract_03,West,2004,1,0.5883829009264054,0.34615126666535034,0.5497414404434028,0.11196555684984344,0.6922025233384067,21.358799577576757,0.8245008523388201,Q3
tract_04,West,1998,0,0.6170872483945706,0.2269388145616543,0.17666364808769222,0.024740162533315638,0.6167057695755682,16.509793339359934,0.6201768350779936,Q3
tract_04,West,1999,0,0.6170872483945706,0.2269388145616543,0.17666364808769222,0.024740162533315638,0.6168742016794939,17.47803911682797,0.6201768350779936,Q3
tract_04,West,2000,0,0.6170872483945706,0.2269388145616543,0.17666364808769222,0.024740162533315638,0.6098962752839585,18.246281389516373,0.6201768350779936,Q3
tract_04,West,2001,1,0.6170872483945706,0.2269388145616543,0.17666364808769222,0.024740162533315638,0.6540731390724627,18.07815182775404,0.7667945119672447,Q3
tract_04,West,2002,1,0.6170872483945706,0.2269388145616543,0.17666364808769222,0.024740162533315638,0.6378929530931261,19.5955113827928,0.7667945119672447,Q3
tract_04,West,2003,1,0.6170872483945706,0.2269388145616543,0.17666364808769222,0.024740162533315638,0.6848459903923455,19.549711913843765,0.7667945119672447,Q3
tract_04,West,2004,1,0.6170872483945706,0.2269388145616543,0.17666364808769222,0.024740162533315638,0.6838234818719239,20.46395427629259,0.7667945119672447,Q3
tract_05,South,1998,0,0.6107513590574233,0.3726283962250253,0.49981433993602414,0.11374939657898137,0.5982090214723398,17.154611968678157,0.7008697843600941,Q3
tract_05,South,1999,0,0.6107513590574233,0.3726283962250253,0.49981433993602414,0.11374939657898137,0.6229859195147502,18.2682908658962,0.7008697843600941,Q3
tract_05,South,2000,0,0.6107513590574233,0.3726283962250253,0.49981433993602414,0.11374939657898137,0.6129302156289265,18.433397025528087,0.7008697843600941,Q3
tract_05,South,2001,1,0.6107513590574233,0.3726283962250253,0.49981433993602414,0.11374939657898137,0.6460704727195234,19.441508034972262,0.8251220669769841,Q3
tract_05,South,2002,1,0.6107513590574233,0.3726283962250253,0.49981433993602414,0.11374939657898137,0.6498132275958923,19.71338046870229,0.8251220669769841,Q3
tract_05,South,2003,1,0.6107513590574233,0.3726283962250253,0.49981433993602414,0.11374939657898137,0.6718914487738226,21.558177450351916,0.8251220669769841,Q3
tract_05,South,2004,1,0.6107513590574233,0.3726283962250253,0.49981433993602414,0.11374939657898137,0.6657035359384877,21.079314292017084,0.8251220669769841,Q3
tract_06,South,1998,0,0.38144551608612054,0.10299358850841621,0.2086685245211764,0.008197843994783953,0.6134816837981926,16.436475586475527,0.5214090757513485,Q1 low
tract_06,South,1999,0,0.38144551608612054,0.10299358850841621,0.2086685245211764,0.008197843994783953,0.647293782429325,17.630665704498277,0.5214090757513485,Q1 low
tract_06,South,2000,0,0.38144551608612054,0.10299358850841621,0.2086685245211764,0.008197843994783953,0.6583151993035162,18.19631582296112,0.5214090757513485,Q1 low
tract_06,South,2001,1,0.38144551608612054,0.10299358850841621,0.2086685245211764,0.008197843994783953,0.6708936876783765,19.054738975160888,0.6869048611261295,Q1 low
tract_06,South,2002,1,0.38144551608612054,0.10299358850841621,0.2086685245211764,0.008197843994783953,0.6598347028842056,19.51574627909852,0.6869048611261295,Q1 low
tract_06,South,2003,1,0.38144551608612054,0.10299358850841621,0.2086685245211764,0.008197843994783953,0.6814372334831722,19.770868581818142,0.6869048611261295,Q1 low
tract_06,South,2004,1,0.38144551608612054,0.10299358850841621,0.2086685245211764,0.008197843994783953,0.7196762473220807,20.758485301935767,0.6869048611261295,Q1 low
tract_07,North,1998,0,0.6415668544382855,0.2340990839502066,0.33886160814736227,0.050893697076987744,0.5829362746228285,16.423834691769784,0.6633275849954677,Q3
tract_07,North,1999,0,0.6415668544382855,0.2340990839502066,0.33886160814736227,0.050893697076987744,0.5939537407602545,17.447016739501084,0.6633275849954677,Q3
tract_07,North,2000,0,0.6415668544382855,0.2340990839502066,0.33886160814736227,0.050893697076987744,0.5867887319455943,17.88194901084557,0.6633275849954677,Q3
tract_07,North,2001,1,0.6415668544382855,0.2340990839502066,0.33886160814736227,0.050893697076987744,0.6301820653560097,18.352356702783847,0.7986950953497745,Q3
tract_07,North,2002,1,0.6415668544382855,0.2340990839502066,0.33886160814736227,0.050893697076987744,0.6499205928912434,20.010277254332628,0.7986950953497745,Q3
tract_07,North,2003,1,0.6415668544382855,0.2340990839502066,0.33886160814736227,0.050893697076987744,0.6444256143278169,19.8685720406052,0.7986950953497745,Q3
tract_07,North,2004,1,0.6415668544382855,0.2340990839502066,0.33886160814736227,0.050893697076987744,0.6781747733357568,20.935126453018704,0.7986950953497745,Q3
tract_08,South,1998,0,0.4117653338160532,0.4010531898551263,0.4262243410189705,0.07038660268618042,0.5490275987311678,17.17803206022931,0.6206757512012453,Q1 low
tract_08,South,1999,0,0.4117653338160532,0.4010531898551263,0.4262243410189705,0.07038660268618042,0.5831533224194285,17.923888910716478,0.6206757512012453,Q1 low
tract_08,South,2000,0,0.4117653338160532,0.4010531898551263,0.4262243410189705,0.07038660268618042,0.5833946641534845,18.391201947192748,0.6206757512012453,Q1 low
tract_08,South,2001,1,0.4117653338160532,0.4010531898551263,0.4262243410189705,0.07038660268618042,0.5849011077617349,19.25510990210264,0.7671731406130331,Q1 low
tract_08,South,2002,1,0.4117653338160532,0.4010531898551263,0.4262243410189705,0.07038660268618042,0.5882818268738034,19.752601792450637,0.7671731406130331,Q1 low
tract_08,South,2003,1,0.4117653338160532,0.4010531898551263,0.4262243410189705,0.07038660268618042,0.6338198148677106,19.90630866322789,0.7671731406130331,Q1 low
tract_08,South,2004,1,0.4117653338160532,0.4010531898551263,0.4262243410189705,0.07038660268618042,0.6272723132352278,20.562386407564574,0.7671731406130331,Q1 low
tract_09,West,1998,0,0.8226265452359964,0.30838093161506197,0.2894069881422795,0.07341744207748914,0.5527480553679411,16.615364440946518,0.7221490916615385,Q4 high
tract_09,West,1999,0,0.8226265452359964,0.30838093161506197,0.2894069881422795,0.07341744207748914,0.5736655317749713,17.770360894848935,0.7221490916615385,Q4 high
tract_09,West,2000,0,0.8226265452359964,0.30838093161506197,0.2894069881422795,0.07341744207748914,0.5742025046977101,17.629612825817556,0.7221490916615385,Q4 high
tract_09,West,2001,1,0.8226265452359964,0.30838093161506197,0.2894069881422795,0.07341744207748914,0.5842567217268525,18.710892912850387,0.8395854622234772,Q4 high
tract_09,West,2002,1,0.8226265452359964,0.30838093161506197,0.2894069881422795,0.07341744207748914,0.5865972348603147,19.568252915064388,0.8395854622234772,Q4 high
tract_09,West,2003,1,0.8226265452359964,0.30838093161506197,0.2894069881422795,0.07341744207748914,0.6187181158784688,19.54934914310232,0.8395854622234772,Q4 high
tract_09,West,2004,1,0.8226265452359964,0.30838093161506197,0.2894069881422795,0.07341744207748914,0.6273668767096355,20.748335161241446,0.8395854622234772,Q4 high
tract_10,West,1998,0,0.5365798069513725,0.33763790241368496,0.4541483753806971,0.0822779160657715,0.5554874781463405,16.90880712975451,0.6628750963045521,Q2
tract_10,West,1999,0,0.5365798069513725,0.33763790241368496,0.4541483753806971,0.0822779160657715,0.5624397600131134,17.153122777090534,0.6628750963045521,Q2
tract_10,West,2000,0,0.5365798069513725,0.33763790241368496,0.4541483753806971,0.0822779160657715,0.612198979493824,18.274639416876653,0.6628750963045521,Q2
