date,phase,u_rate,v_rate,theta,s_rate,f_rate,q_rate,mu_base,composition_index,mu_observed,matches,unemployed,vacancies
2006-01,pre-downturn,0.055,0.03959841820595449,0.7199712401082635,0.01750062521503775,0.3725010493582606,0.5173832350612323,0.43,0.979989996559396,0.4248165631825595,20487.557714704333,55000.0,39598.41820595449
2006-02,pre-downturn,0.05105053311350633,0.03703218957649812,0.72540260244022,0.017485685824807144,0.3747045892066643,0.5165470704766922,0.43124674733385226,0.9799845450538044,0.426046859576499,19128.869039077603,51050.53311350633,37032.189576498124
2006-03,pre-downturn,0.04851469631602418,0.03545362414660038,0.730781120748564,0.017440668355270198,0.37688107518197167,0.5157236065375082,0.4324740395925452,0.9799763602623629,0.4272572123132042,18284.270909710034,48514.69631602418,35453.62414660038
2006-04,pre-downturn,0.046824965032779914,0.03446591874027396,0.7360586113870244,0.017366577985448457,0.3790034648824007,0.5149093550691689,0.4336627252908605,0.9799642006730047,0.42842836958382086,17746.823990420846,46824.96503277992,34465.918740273955
2006-05,pre-downturn,0.045631529620899856,0.03382145988764242,0.7411861966632768,0.01726504844640188,0.38104485317233583,0.5141013889461917,0.43479425538604205,0.9799463259795356,0.42954154097939207,17387.65950442488,45631.529620899855,33821.45988764242
2006-06,pre-downturn,0.0447210879932886,0.03336703783346499,0.7461141785833221,0.017138321574266077,0.38297867896717636,0.5132976827948155,0.4358509727294046,0.9799203271325595,0.4305786378797246,17127.223201644516,44721.087993288595,33367.03783346499
2006-07,pre-downturn,0.04396574197873013,0.03300911744871177,0.7507917747568326,0.01698921812420171,0.384778888542639,0.5124974746390392,0.43681638760023334,0.9798829116129791,0.4315224882785364,16917.089332528223,43965.741978730126,33009.11744871177
2006-08,pre-downturn,0.043290927189934596,0.03269186640015901,0.7551666947840301,0.01682110112116889,0.3864200445587381,0.5117016510761908,0.4376754350223603,0.9798296374021331,0.43235702023737643,16728.482013723613,43290.9271899346,32691.86640015901
2006-09,pre-downturn,0.04265534523348882,0.03238327860287251,0.7591845389038914,0.016637833167774847,0.3878773710825512,0.5109131590621795,0.43841470984807895,0.9797545902913081,0.43306740884340345,16545.043171784277,42655.34523348882,32383.27860287251
2006-10,pre-downturn,0.04203844271177076,0.0320664199447717,0.7627880072682403,0.01644372918422385,0.38912672699819056,0.5101374474826413,0.4390226759409909,0.9796500014210907,0.4336401825899507,16358.281620532294,42038.44271177076,32066.419944771696
2006-11,pre-downturn,0.04143262150818345,0.03173390436587982,0.7659159186828665,0.01624350599996688,0.3901445034744318,0.5093829413355935,0.43948984619355586,0.9795058055346821,0.43406328655568005,16164.709545954294,41432.62150818345,31733.90436587982
2006-12,pre-downturn,0.0408384069261335,0.03138439955111738,0.7685020526849625,0.016042230033189,0.39090744572835706,0.5086615505614069,0.43980893057023157,0.9793091455987787,0.43432610165991337,15964.037339110091,40838.406926133495,31384.39955111738
2007-01,pre-downturn,0.04026146050211439,0.031020402432334077,0.7704738488238646,0.015845263970823854,0.3913924051885348,0.5079892144113638,0.4399749498660405,0.979043836336799,0.4344194216174246,15758.029862325746,40261.46050211439,31020.40243233408
2007-02,pre-downturn,0.03971074114110559,0.030646805059784253,0.7717510219939202,0.01565821289581207,0.3915760351993366,0.5073864809244417,0.4399853134053983,0.9786898078377001,0.434335391958162,15549.77457086131,39710.741141105595,30646.805059784252
2007-03,pre-downturn,0.03919738022701844,0.03026994883272033,0.7722441820705022,0.015486869710561709,0.391434451324697,0.5068791198597349,0.4398398594687394,0.9782225605538812,0.43406741851065955,15343.205022528491,39197.380227018446,30269.948832720333
2007-04,pre-downturn,0.03873400019448048,0.02989697666412545,0.771853578613492,0.01533715900370053,0.3909428856187943,0.5064987666715997,0.4395408578160969,0.9776126742289492,0.4336100559015203,15142.781807589137,38734.000194480475,29896.97666412545
2007-05,pre-downturn,0.038334307870759754,0.029535362302277615,0.7704681248414111,0.015215077748705688,0.3900753722535038,0.5062835952282838,0.43909297426825683,0.9768254248409007,0.4329588896610962,14953.269412767033,38334.30787075975,29535.362302277616
2007-06,pre-downturn,0.03801285673200198,0.029192539198958825,0.7679648863218015,0.01512663047643278,0.38880450878249695,0.5062790183607113,0.43850319789818454,0.9758205744233731,0.4321104281549656,14779.570089105462,38012.85673200198,29192.539198958824
2007-07,pre-downturn,0.037784910682190725,0.028875578059463683,0.7642092448579929,0.01507775591759107,0.38710134212733216,0.5065384182826318,0.43778073196887923,0.9745524072424641,0.4310620224534623,14626.589637237399,37784.910682190726,28875.57805946368
2007-08,pre-downturn,0.03766636530191035,0.028590879155489878,0.759055962164733,0.015074241670451675,0.3849354301261701,0.5071239135364699,0.4369368503195327,0.9729700906202547,0.4298118330729477,14499.11852878031,37666.36530191035,28590.879155489878
2007-09,pre-downturn,0.037673696550173205,0.028343857063571922,0.7523513660472378,0.015121623326508352,0.38227512733309615,0.5081071751640766,0.43598472144103956,0.9710184379465386,0.42835886197027095,14401.717145825887,37673.696550173205,28343.857063571922
2007-10,pre-downturn,0.037823915282306775,0.028138604731100636,0.7439368590237743,0.015225064792495701,0.3790881370845977,0.5095703116284,0.4349392029861009,0.968639143401658,0.42670306601629365,14338.597581615322,37823.91528230678,28138.604731100637
2007-11,pre-downturn,0.038134510932308165,0.027977532730265292,0.7336539015782232,0.015389217373793533,0.37534236043603125,0.5116068484452975,0.4338166099205233,0.9657725412064981,0.4248455642960773,14313.497347406184,38134.51093230816,27977.53273026529
2007-12,pre-downturn,0.03862337068051491,0.027860989567166077,0.7213505469946375,0.015618056590573148,0.3710070567024254,0.514322832703395,0.4326344599336342,0.9623599159512823,0.4227889460007831,14329.54307610459,38623.37068051491,27860.989567166078
2008-01,pre-downturn,0.03930866220597651,0.027786880645664168,0.7068895018625039,0.015914697692032985,0.3660543109009544,0.517838092002327,0.4314112000805987,0.9583463546821419,0.4205376785578191,14389.105256247121,39308.66220597651,27786.88064566417
2008-02,pre-downturn,0.040208669166076016,0.027750316951602134,0.6901575587340013,0.016281193358020394,0.36046078190779574,0.5222876680058554,0.4301659189222935,0.9536840869476552,0.41809860730316667,14493.648327075636,40208.66916607602,27750.316951602133
2008-03,pre-downturn,0.04134156907965922,0.027743339005522387,0.6710761014431985,0.016718319997709112,0.3542096837373523,0.5278234211821854,0.4289180486546989,0.9483362081466217,0.4154815288649487,14643.584108911995,41341.56907965922,27743.339005522386
2008-04,pre-downturn,0.042725143387375195,0.027754775641258663,0.6496122292584252,0.017225362159700785,0.34729293366110386,0.5346157569378912,0.42768706187597977,0.9422806277510618,0.41269981101617065,14838.140388092845,42725.143387375196,27754.775641258664
2008-05,pre-downturn,0.044376409090810455,0.02777030845735964,0.625789896621229,0.01779990757323652,0.3397133878684153,0.542855341229699,0.4264921677231038,0.9355140319274889,0.40977102262832044,15075.260273673965,44376.409090810455,27770.30845735964
2008-06,pre-downturn,0.04631116041012445,0.02777281848050252,0.5997003364750688,0.018437667908829922,0.33148708105100916,0.5527545357060009,0.42535201211968393,0.9280556052226641,0.40671752909041864,15351.55138443721,46311.16041012445,27772.81848050252
2008-07,downturn,0.04854340713840273,0.027743088437117026,0.571510943968526,0.019132342116699338,0.3226453933484302,0.5645480576592402,0.4242843868125766,0.919950224183776,0.403567001722342,15662.306690642943,48543.407138402734,27743.088437117025
2008-08,downturn,0.051084693491576974,0.02766091888586423,0.5414717598418215,0.019875539824871696,0.3132370882860728,0.5784920129123221,0.42330595173762264,0.9112708226862817,0.4003527848834194,16001.620645288063,51084.693491576974,27660.91888586423
2008-09,downturn,0.0539432768112274,0.027506686803655877,0.5099187225854773,0.020656781465920166,0.303330198609822,0.5948598966357329,0.4224319750469207,0.9021196390464045,0.39711406226534207,16362.624868814215,53943.276811227406,27506.686803655877
2008-10,downturn,0.05712313892768819,0.027263329842101322,0.47727296422932564,0.02146358936554271,0.29301377993704064,0.6139333293478783,0.42167609485442015,0.8926280917376465,0.3938957649367795,16737.86685907063,57123.13892768819,27263.32984210132
2008-11,downturn,0.06062279383694552,0.026918679149689196,0.4440356084889652,0.02228167992452911,0.2823995959454689,0.6359841205223675,0.4210501064177142,0.8829550944459786,0.39074816883841557,17119.852484638875,60622.79383694552,26918.679149689196
2008-12,downturn,0.06443384358843023,0.026467991622084422,0.410777786145246,0.023095261386779583,0.2716238251813176,0.6612427310888587,0.42056377807699036,0.8732837102626441,0.38772613943905365,17501.767066624136,64433.84358843022,26467.99162208442
2009-01,downturn,0.068539221448756,0.02591645456970103,0.37812589670394364,0.023887434821310435,0.26084885590632045,0.6898465780315329,0.420224698823349,0.8638161540682094,0.38488799694527276,17878.37749961794,68539.221448756,25916.454569701033
2009-02,downturn,0.07291105258538798,0.025281360313263352,0.3467424953666073,0.02464068833918514,0.25026510951203307,0.7217607096223678,0.4200381598751352,0.854767273881301,0.382293997348639,18247.092559919725,72911.05258538798,25281.36031326335
2009-03,downturn,0.07750806984141491,0.02459358505669708,0.31730354151531176,0.025337466839292055,0.24009253284794232,0.7566651531885169,0.42000707211024624,0.8463567661741964,0.38000445266324323,18609.108804380518,77508.06984141491,24593.58505669708
