worker_id,week,arm,at_risk,claim_this_week,model_hazard,post_awareness,procedural_cost
takeup-worker-0000,1,control,0,0,0.0,0.153,261.9
takeup-worker-0000,2,control,0,0,0.0,0.153,261.9
takeup-worker-0000,3,control,0,0,0.0,0.153,261.9
takeup-worker-0000,4,control,0,0,0.0,0.153,261.9
takeup-worker-0000,5,control,0,0,0.0,0.153,261.9
takeup-worker-0000,6,control,0,0,0.0,0.153,261.9
takeup-worker-0001,1,salience_notice,0,0,0.0,0.294,231.15
takeup-worker-0001,2,salience_notice,0,0,0.0,0.294,231.15
takeup-worker-0001,3,salience_notice,0,0,0.0,0.294,231.15
takeup-worker-0001,4,salience_notice,0,0,0.0,0.294,231.15
takeup-worker-0001,5,salience_notice,0,0,0.0,0.294,231.15
takeup-worker-0001,6,salience_notice,0,0,0.0,0.294,231.15
takeup-worker-0002,1,simplified_form,0,0,0.0,0.294,197.15
takeup-worker-0002,2,simplified_form,0,0,0.0,0.294,197.15
takeup-worker-0002,3,simplified_form,0,0,0.0,0.294,197.15
takeup-worker-0002,4,simplified_form,0,0,0.0,0.294,197.15
takeup-worker-0002,5,simplified_form,0,0,0.0,0.294,197.15
takeup-worker-0002,6,simplified_form,0,0,0.0,0.294,197.15
takeup-worker-0003,1,assistance,0,0,0.0,0.304,182.15
takeup-worker-0003,2,assistance,0,0,0.0,0.304,182.15
takeup-worker-0003,3,assistance,0,0,0.0,0.304,182.15
takeup-worker-0003,4,assistance,0,0,0.0,0.304,182.15
takeup-worker-0003,5,assistance,0,0,0.0,0.304,182.15
takeup-worker-0003,6,assistance,0,0,0.0,0.304,182.15
takeup-worker-0004,1,full_support,0,0,0.0,0.495,108.9
takeup-worker-0004,2,full_support,0,0,0.0,0.495,108.9
takeup-worker-0004,3,full_support,0,0,0.0,0.495,108.9
takeup-worker-0004,4,full_support,0,0,0.0,0.495,108.9
takeup-worker-0004,5,full_support,0,0,0.0,0.495,108.9
takeup-worker-0004,6,full_support,0,0,0.0,0.495,108.9
takeup-worker-0005,1,control,0,0,0.0,0.184,260.62
takeup-worker-0005,2,control,0,0,0.0,0.184,260.62
takeup-worker-0005,3,control,0,0,0.0,0.184,260.62
takeup-worker-0005,4,control,0,0,0.0,0.184,260.62
takeup-worker-0005,5,control,0,0,0.0,0.184,260.62
takeup-worker-0005,6,control,0,0,0.0,0.184,260.62
takeup-worker-0006,1,salience_notice,0,0,0.0,0.325,229.88
takeup-worker-0006,2,salience_notice,0,0,0.0,0.325,229.88
takeup-worker-0006,3,salience_notice,0,0,0.0,0.325,229.88
takeup-worker-0006,4,salience_notice,0,0,0.0,0.325,229.88
takeup-worker-0006,5,salience_notice,0,0,0.0,0.325,229.88
takeup-worker-0006,6,salience_notice,0,0,0.0,0.325,229.88
takeup-worker-0007,1,simplified_form,0,0,0.0,0.325,195.88
takeup-worker-0007,2,simplified_form,0,0,0.0,0.325,195.88
takeup-worker-0007,3,simplified_form,0,0,0.0,0.325,195.88
takeup-worker-0007,4,simplified_form,0,0,0.0,0.325,195.88
takeup-worker-0007,5,simplified_form,0,0,0.0,0.325,195.88
takeup-worker-0007,6,simplified_form,0,0,0.0,0.325,195.88
takeup-worker-0008,1,assistance,0,0,0.0,0.335,180.88
takeup-worker-0008,2,assistance,0,0,0.0,0.335,180.88
takeup-worker-0008,3,assistance,0,0,0.0,0.335,180.88
takeup-worker-0008,4,assistance,0,0,0.0,0.335,180.88
takeup-worker-0008,5,assistance,0,0,0.0,0.335,180.88
takeup-worker-0008,6,assistance,0,0,0.0,0.335,180.88
takeup-worker-0009,1,full_support,0,0,0.0,0.526,107.62
takeup-worker-0009,2,full_support,0,0,0.0,0.526,107.62
takeup-worker-0009,3,full_support,0,0,0.0,0.526,107.62
takeup-worker-0009,4,full_support,0,0,0.0,0.526,107.62
takeup-worker-0009,5,full_support,0,0,0.0,0.526,107.62
takeup-worker-0009,6,full_support,0,0,0.0,0.526,107.62
takeup-worker-0010,1,control,0,0,0.0,0.215,259.35
takeup-worker-0010,2,control,0,0,0.0,0.215,259.35
takeup-worker-0010,3,control,0,0,0.0,0.215,259.35
takeup-worker-0010,4,control,0,0,0.0,0.215,259.35
takeup-worker-0010,5,control,0,0,0.0,0.215,259.35
takeup-worker-0010,6,control,0,0,0.0,0.215,259.35
takeup-worker-0011,1,salience_notice,0,0,0.0,0.356,228.6
takeup-worker-0011,2,salience_notice,0,0,0.0,0.356,228.6
takeup-worker-0011,3,salience_notice,0,0,0.0,0.356,228.6
takeup-worker-0011,4,salience_notice,0,0,0.0,0.356,228.6
takeup-worker-0011,5,salience_notice,0,0,0.0,0.356,228.6
takeup-worker-0011,6,salience_notice,0,0,0.0,0.356,228.6
takeup-worker-0012,1,simplified_form,0,0,0.0,0.356,194.6
takeup-worker-0012,2,simplified_form,0,0,0.0,0.356,194.6
takeup-worker-0012,3,simplified_form,0,0,0.0,0.356,194.6
takeup-worker-0012,4,simplified_form,0,0,0.0,0.356,194.6
takeup-worker-0012,5,simplified_form,0,0,0.0,0.356,194.6
takeup-worker-0012,6,simplified_form,0,0,0.0,0.356,194.6
takeup-worker-0013,1,assistance,1,0,0.192,0.366,179.6
takeup-worker-0013,2,assistance,1,1,0.21,0.366,179.6
takeup-worker-0014,1,full_support,0,0,0.0,0.557,106.35
takeup-worker-0014,2,full_support,0,0,0.0,0.557,106.35
takeup-worker-0014,3,full_support,0,0,0.0,0.557,106.35
takeup-worker-0014,4,full_support,0,0,0.0,0.557,106.35
takeup-worker-0014,5,full_support,0,0,0.0,0.557,106.35
takeup-worker-0014,6,full_support,0,0,0.0,0.557,106.35
takeup-worker-0015,1,control,0,0,0.0,0.246,258.07
takeup-worker-0015,2,control,0,0,0.0,0.246,258.07
takeup-worker-0015,3,control,0,0,0.0,0.246,258.07
takeup-worker-0015,4,control,0,0,0.0,0.246,258.07
takeup-worker-0015,5,control,0,0,0.0,0.246,258.07
takeup-worker-0015,6,control,0,0,0.0,0.246,258.07
takeup-worker-0016,1,salience_notice,0,0,0.0,0.387,227.32
takeup-worker-0016,2,salience_notice,0,0,0.0,0.387,227.32
takeup-worker-0016,3,salience_notice,0,0,0.0,0.387,227.32
takeup-worker-0016,4,salience_notice,0,0,0.0,0.387,227.32
takeup-worker-0016,5,salience_notice,0,0,0.0,0.387,227.32
takeup-worker-0016,6,salience_notice,0,0,0.0,0.387,227.32
takeup-worker-0017,1,simplified_form,0,0,0.0,0.387,193.32
takeup-worker-0017,2,simplified_form,0,0,0.0,0.387,193.32
takeup-worker-0017,3,simplified_form,0,0,0.0,0.387,193.32
takeup-worker-0017,4,simplified_form,0,0,0.0,0.387,193.32
takeup-worker-0017,5,simplified_form,0,0,0.0,0.387,193.32
takeup-worker-0017,6,simplified_form,0,0,0.0,0.387,193.32
takeup-worker-0018,1,assistance,0,0,0.0,0.397,178.32
takeup-worker-0018,2,assistance,0,0,0.0,0.397,178.32
takeup-worker-0018,3,assistance,0,0,0.0,0.397,178.32
takeup-worker-0018,4,assistance,0,0,0.0,0.397,178.32
takeup-worker-0018,5,assistance,0,0,0.0,0.397,178.32
takeup-worker-0018,6,assistance,0,0,0.0,0.397,178.32
takeup-worker-0019,1,full_support,1,1,0.329,0.588,105.07
takeup-worker-0020,1,control,0,0,0.0,0.261,256.8
takeup-worker-0020,2,control,0,0,0.0,0.261,256.8
takeup-worker-0020,3,control,0,0,0.0,0.261,256.8
takeup-worker-0020,4,control,0,0,0.0,0.261,256.8
takeup-worker-0020,5,control,0,0,0.0,0.261,256.8
takeup-worker-0020,6,control,0,0,0.0,0.261,256.8
takeup-worker-0021,1,salience_notice,0,0,0.0,0.402,226.05
takeup-worker-0021,2,salience_notice,0,0,0.0,0.402,226.05
takeup-worker-0021,3,salience_notice,0,0,0.0,0.402,226.05
takeup-worker-0021,4,salience_notice,0,0,0.0,0.402,226.05
takeup-worker-0021,5,salience_notice,0,0,0.0,0.402,226.05
takeup-worker-0021,6,salience_notice,0,0,0.0,0.402,226.05
takeup-worker-0022,1,simplified_form,0,0,0.0,0.402,192.05
takeup-worker-0022,2,simplified_form,0,0,0.0,0.402,192.05
takeup-worker-0022,3,simplified_form,0,0,0.0,0.402,192.05
takeup-worker-0022,4,simplified_form,0,0,0.0,0.402,192.05
takeup-worker-0022,5,simplified_form,0,0,0.0,0.402,192.05
takeup-worker-0022,6,simplified_form,0,0,0.0,0.402,192.05
takeup-worker-0023,1,assistance,1,0,0.233,0.412,177.05
takeup-worker-0023,2,assistance,1,0,0.251,0.412,177.05
takeup-worker-0023,3,assistance,1,0,0.269,0.412,177.05
takeup-worker-0023,4,assistance,1,1,0.287,0.412,177.05
takeup-worker-0024,1,full_support,1,0,0.349,0.603,103.8
takeup-worker-0024,2,full_support,1,1,0.367,0.603,103.8
takeup-worker-0025,1,control,0,0,0.0,0.291,255.53
takeup-worker-0025,2,control,0,0,0.0,0.291,255.53
takeup-worker-0025,3,control,0,0,0.0,0.291,255.53
takeup-worker-0025,4,control,0,0,0.0,0.291,255.53
takeup-worker-0025,5,control,0,0,0.0,0.291,255.53
takeup-worker-0025,6,control,0,0,0.0,0.291,255.53
takeup-worker-0026,1,salience_notice,0,0,0.0,0.432,224.78
takeup-worker-0026,2,salience_notice,0,0,0.0,0.432,224.78
takeup-worker-0026,3,salience_notice,0,0,0.0,0.432,224.78
takeup-worker-0026,4,salience_notice,0,0,0.0,0.432,224.78
takeup-worker-0026,5,salience_notice,0,0,0.0,0.432,224.78
takeup-worker-0026,6,salience_notice,0,0,0.0,0.432,224.78
takeup-worker-0027,1,simplified_form,1,1,0.249,0.432,190.78
takeup-worker-0028,1,assistance,0,0,0.0,0.442,175.78
takeup-worker-0028,2,assistance,0,0,0.0,0.442,175.78
takeup-worker-0028,3,assistance,0,0,0.0,0.442,175.78
takeup-worker-0028,4,assistance,0,0,0.0,0.442,175.78
takeup-worker-0028,5,assistance,0,0,0.0,0.442,175.78
takeup-worker-0028,6,assistance,0,0,0.0,0.442,175.78
takeup-worker-0029,1,full_support,1,0,0.374,0.633,102.53
takeup-worker-0029,2,full_support,1,0,0.392,0.633,102.53
takeup-worker-0029,3,full_support,1,1,0.41,0.633,102.53
takeup-worker-0030,1,control,0,0,0.0,0.322,254.25
takeup-worker-0030,2,control,0,0,0.0,0.322,254.25
takeup-worker-0030,3,control,0,0,0.0,0.322,254.25
takeup-worker-0030,4,control,0,0,0.0,0.322,254.25
takeup-worker-0030,5,control,0,0,0.0,0.322,254.25
takeup-worker-0030,6,control,0,0,0.0,0.322,254.25
takeup-worker-0031,1,salience_notice,0,0,0.0,0.463,223.5
takeup-worker-0031,2,salience_notice,0,0,0.0,0.463,223.5
takeup-worker-0031,3,salience_notice,0,0,0.0,0.463,223.5
takeup-worker-0031,4,salience_notice,0,0,0.0,0.463,223.5
takeup-worker-0031,5,salience_notice,0,0,0.0,0.463,223.5
takeup-worker-0031,6,salience_notice,0,0,0.0,0.463,223.5
takeup-worker-0032,1,simplified_form,1,0,0.273,0.463,189.5
takeup-worker-0032,2,simplified_form,1,1,0.291,0.463,189.5
takeup-worker-0033,1,assistance,0,0,0.0,0.473,174.5
takeup-worker-0033,2,assistance,0,0,0.0,0.473,174.5
takeup-worker-0033,3,assistance,0,0,0.0,0.473,174.5
takeup-worker-0033,4,assistance,0,0,0.0,0.473,174.5
takeup-worker-0033,5,assistance,0,0,0.0,0.473,174.5
